,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1960,stop_description
1226,1227,"U-Bhf. Scharnweberstrasse, Sportplatz",bus,A61,"52.56792223040469, 13.311949805424875",nan,1216,"U-Bhf. Scharnweberstrasse, Sportplatz"
1227,1228,U-Bhf. Schlesisches Tor,bus,A28,"52.50108419874335, 13.441971259873345",nan,1217,U-Bhf. Schlesisches Tor
1228,1229,U-Bhf. Seestrasse,bus,"A12,A16","52.550315408708514, 13.352298502985231",nan,1218,U-Bhf. Seestrasse
1229,1230,U-Bhf. Seestrasse,strassenbahn,3,,,,
1230,1231,U-Bhf. Strausberger Platz,strassenbahn,1,"52.51808306742478, 13.432938339097822",nan,1220,U-Bhf. Strausberger Platz
1231,1232,U-Bhf. Südstern,strassenbahn,3,"52.48899443353793, 13.40800672025058",nan,1221,U-Bhf. Südstern
1232,1233,U-Bhf. Tegel,bus,"A15,A20,A14,A13","52.589503132547385, 13.283630715732999",nan,1222,U-Bhf. Tegel
1233,1234,U-Bhf. Tempelhof,bus,"A77,A76",,,,
1234,1235,U-Bhf. Thielplatz,bus,A10,"52.45104520805668, 13.281736418792137",nan,1224,U-Bhf. Thielplatz
1235,1236,U-Bhf. Vinetastrasse,bus,A7,"52.55981894046453, 13.413208628380339",nan,1226,U-Bhf. Vinetastrasse
1236,1237,U-Bhf. Vinetastrasse,strassenbahn,"46,49,22","52.5596168,13.413232",Q65075426,1227,U Vinetastraße
1237,1238,Uckermarkstrasse,bus,A49,"52.52145144349922, 13.596724604247981",nan,1228,Uckermarkstrasse Ecke Am Baltenring
1238,1239,Uhlandstrasse,bus,"A50,A29","52.49368292097469, 13.323611381015645 +  52.50252020955797, 13.325204349014482",nan+ nan,1229+ 11229,Uhlandstrasse Ecke Hohenzollerndamm +  Uhlandstrasse Ecke Kurfürstendamm
1239,1240,Uhlandstrasse Ecke Kurfürstendamm,bus,A69,,,,
1240,1241,Ulmenstrasse,bus,A27,"52.48730877811447, 13.574932033917504",nan,1231,Ulmenstrasse Ecke Chemnitzer Strasse
1241,1242,Under den Eichen Ecke Habeschwendt-Allee,bus,A11,,,,
1242,1243,Unionplatz,bus,A25,"52.533059397499464, 13.337278814540305",nan,1233,Unionplatz
1243,1244,Urban-Krankenhause,bus,A28,"52.493469358698874, 13.406245116325284",nan,1236,Urban-Krankenhaus
1244,1245,Usedomer Strasse,bus,A71,"52.541120501957316, 13.393769565044664",nan,1237,Usedomer Strasse Ecke Brunnenstrasse
1245,1246,VEB Bautransporte,bus,A26,,,,
1246,1247,VEB Schiffswerft,strassenbahn,83,,,,
1247,1248,Velten (Mark),s-bahn,KBS 105,"52.685,13.172222",Q19274518,1238,Velten (Mark)
1248,1249,Verwaltungs-GebÃ¤ude,bus,A10,,,,
1249,1250,Viersener Strasse,bus,"A63,A5","52.54020417705652, 13.17462661157195 +  52.54873823655914, 13.17802517662475",nan+ nan,1241+ 11241,Viersener Strasse Ecke Seegefelder Strasse +  Viersener Strasse Ecke Falkenseer Chaussee
1250,1251,Viktoria-Luise-Platz,u-bahn,B III,"52.496161111111,13.342702777778",Q178685,1242,Viktoria-Luise-Platz
1251,1252,Virchow-Krankenhaus,bus,A16,"52.54371513062133, 13.339317916518894",nan,1243,Virchow-Krankenhaus
1252,1253,Vogelsang,bus,A68,"52.45939482396207, 13.280296976660761",nan,1244,Vogelsang Ecke Königin-Luise-Strasse
1253,1254,Voltastr.,u-bahn,D,"52.542093,13.393022",Q663308,1246,Voltastraße
1254,1255,Voltastrasse Ecke Watt Strasse,strassenbahn,2,,,,
1255,1256,Waidmannslust,s-bahn,KBS 106,"52.6064,13.321",Q800492,1249,Berlin-Waidmannslust station
1256,1257,Waldemarplatz,bus,A53,,,,
1257,1258,Waldemarstrasse,bus,A28,"52.50326279588436, 13.420631417701001",nan,1250,Waldemarstrasse Ecke Adalbertstrasse
1258,1259,Walderseestrasse,bus,A20,"52.575655932178144, 13.228965833395124",nan,1251,Walderseestrasse
1259,1260,"Waldesruh, Malhlsdorfer Allee",bus,A8,,,,
1260,1261,Waldfriedhof,bus,A18,"52.42599572508999, 13.209246048971062",nan,1253,Waldfriedhof Zehlendorf Ecke Potsdamer Chaussee
1261,1262,Waldkrankenhaus,bus,A5,"52.56214542863615, 13.158340085815741",nan,1254,Waldkrankenhaus
1262,1263,WaldschÃ¤nke,bus,A22,,,,
1263,1264,Waldschänke,bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)"," 52.443318139967566, 13.68593963431219",nan,11343, Waldschänke
1264,1265,Waldstrasse,bus,"A1,A20","52.5289058489127, 13.330853260683844 +  52.60193428053164, 13.306047505406614",nan+ nan,1255+ 11255,"Waldstrasse, Moabit +  Waldstrasse Ecke Waidmannslust"
1265,1266,Waldstrasse/Gotzkowskystrasse,bus,A70,"52.52721622390326, 13.330524512340718",nan,1256,Waldstrasse/Gotzkowskystrasse
1266,1267,Walterdorfer Chaussee (Spinne),bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",,,,
1267,1268,Waltersdorf,bus,A38,"52.36492901110609, 13.555712408051676",nan,1258,Waltersdorf
1268,1269,Waltersdorfer Chaussee (Spinne),bus,AD/36,"52.394164684841336, 13.521784916658106",nan,1259,Waltersdorfer Chaussee (Spinne)
1269,1270,Waltersforder Chaussee (Spinne),bus,AZ,"52.392853002264665, 13.522677096747554",nan,1260,Walterdorfer Chaussee (Spinne)
1270,1271,Wannsee,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),,,,
1271,1272,Wannsee,s-bahn,"KBS 104,KBS 102","52.4214,13.1792",Q111325896,1262,S-Bahnhof Berlin Wannsee
1272,1273,Warnem nder Strasse,bus,A17,"52.47539576569938, 13.290488880070722",nan,1263,Warnemünder Strasse Ecke Breite Strasse
1273,1274,Warnemünder/Berkaer Strasse,bus,A60,,,,
1274,1275,Warschauer Brücke,strassenbahn,"3,4",,,,
1275,1276,Warschauer Str.,s-bahn,"KBS 101,KBS 103,KBS 102","52.506416666667,13.450955555556",Q111252298,1266,S-Bahnhof Warschauer Straße
1276,1277,Warschauer Strasse,bus,O30,"52.512432267445355, 13.452598837307189",nan,1267,Warschauer Strasse Ecke Grünberger Strasse
1277,1278,Warschauer Strasse,strassenbahn,"3,4,82",0,Q63490275,1268,S+U-Bahnhof Warschauer Straße (tram stop)
1278,1279,"Wartenberg, Dorfstrasse",bus,A39,"52.57484089632958, 13.518020972979759",nan,1270,"Wartenberg, Dorfstrasse"
1279,1280,"Wartenberg, Siedlung",bus,A39,"52.58393195902164, 13.53076033685478",nan,1271,"Wartenberg, Siedlung"
1280,1281,Wasserwerk,strassenbahn,87,,,,
1281,1282,"Waßmannsdorf, Warteh.",bus,AZ,,,,
1282,1283,Wedding,s-bahn,KBS 100,"52.5425,13.3661",Q638604,1272,Berlin-Wedding station
1283,1284,Weddingplatz,bus,"A70,A72","52.54113612364086, 13.368501029385115",nan,1273,Weddingplatz
1284,1285,Weddingplatz,strassenbahn,2,"52.54152535588228, 13.369198549039789",nan,1274,Weddingplatz
1285,1286,Weibestrasse Ecke Kaiserin-Auguste-Allee,bus,A72,,,,
1286,1287,Weichselstrasse,strassenbahn,"47,26","52.48313752772782, 13.431480309407663",nan,1282,Weichselstrasse
1287,1288,Weinmeisterhornweg,bus,"A34,A35,A13","52.511043998847086, 13.171645488962428 +  52.50924681744358, 13.180314851039075",nan+ nan,1284+ 11284,Weinmeisterhornweg Ecke Wilhelmstrasse +  Weinmeisterhornweg Ecke Gatower Strasse
1288,1289,"Weißensee, Liebermannstrasse Ecke Piesporter Strasse",bus,A55,,,,
1289,1290,"Weißensee, Nüßlerstrasse",bus,A56,,,,
1290,1291,"Weißensee, Pasedagplatz",strassenbahn,72,,,,
1291,1292,"Weißensee, Schwarzelfenweg",bus,A45,,,,
1292,1293,Weißenseer Weg,bus,O37,,,,
1293,1294,Weißenseer Weg,strassenbahn,"64,63",,,,
1294,1295,Wendenschloß Ecke Ekhofstrasse,strassenbahn,83,"52.41633000736971, 13.589690772826726",nan,1286,Wendenschloß Ecke Ekhofstrasse
1295,1296,Wentowsteig,bus,A21,"52.59694371557204, 13.360462949429833",nan,1287,Wentowsteig Ecke Wilhelmsruher Damm
1296,1297,Wernerwerk,s-bahn,KBS 100c,"52.534863,13.27599",Q96077001,1288,Berlin Wernerwerk station
1297,1298,Westend,s-bahn,KBS 100,"52.5181,13.2844",Q323214,1289,Berlin-Westend station
1298,1299,Westkreuz,s-bahn,"KBS 101,KBS 102,KBS 100","52.5011,13.2839",Q678125,1290,Berlin Westkreuz station
1299,1300,"Weverstrasse, Strassenbahnhof",strassenbahn,"75,76","52.51946975407937, 13.19781896484702",nan,1291,"Weverstrasse, Strassenbahnhof"
1300,1301,Wicherstrasse Ecke Prenzlauer Allee,bus,A56,,,,
1301,1302,Wiebestrasse,bus,A24,"52.53119512537686, 13.319063771537584",nan,1295,Wiebestrasse Ecke Sickingenstrasse
1302,1303,Wiebestrasse Ecke Kaiserin-Ausgusta-Allee,strassenbahn,3,,,,
1303,1304,"Wiebestrasse, Strassenbahnhof",bus,A70,"52.53066666255053, 13.319314794959219",nan,1297,"Wiebestrasse, Strassenbahnhof"
1304,1305,Wiener Brücke,bus,A75,,,,
1305,1306,Wiener Brücke,strassenbahn,"92,87","52.49588477409083, 13.43650068505988",nan,1299,Wiener Brücke
1306,1307,Wiesbadener Strasse,bus,A16,"52.47164544021605, 13.319516803491332",nan,1300,Wiesbadener Strasse Ecke Südwestkorso
1307,1308,Wiesenbaude,bus,A11,"52.430495242672045, 13.31180861060395",nan,1301,Wiesenbaude
1308,1309,Wiesenbaude,strassenbahn,"73,74","52.43330952304924, 13.307272184416341",nan,1302,Wiesenbaude
1309,1310,Wiesenstrasse,bus,A70,"52.54763571080132, 13.373871074090278",nan,1303,Wiesenstrasse Ecke Pankstrasse
1310,1311,"Wießensee, Pasedagplatz",strassenbahn,74,,,,
1311,1312,Wildau,s-bahn,KBS 103,"52.32,13.634",Q8000974,1304,Wildau railway station
1312,1313,Wilderbruchstrasse Ecke Sonnenallee,strassenbahn,3,,,,
1313,1314,Wildmeisterdamm,bus,A52,"52.425839839495815, 13.48325607958456",nan,1305,Wildmeisterdamm Ecke Neuköllner Strasse
1314,1315,Wildmeisterdamm,strassenbahn,47,"52.426124062490864, 13.48276594555747",nan,1306,Wildmeisterdamm
1315,1316,Wilhelminenhof- Ecke Edisonstrasse,strassenbahn,82,0,Q65951882,1307,Wilhelminenhofstraße/Edisonstraße
1316,1317,Wilhelminenhofstrasse,strassenbahn,69,"52.460837970970566, 13.521054382869073",nan,1308,Wilhelminenhofstrasse
1317,1318,Wilhelminenhofstrasse Ecke Edisonstrasse,strassenbahn,87,0,Q65951882,1309,Wilhelminenhofstraße/Edisonstraße
1318,1319,Wilhelmshagen,s-bahn,KBS 102,"52.4386,13.7222",Q800494,1311,Berlin Wilhelmshagen station
1319,1320,Wilhelmsruh,s-bahn,KBS 106,"52.5814,13.3631",Q800495,1312,Berlin-Wilhelmsruh station
1320,1321,"Wilhelmsruh, Fontanestrasse",bus,"A55,A45","52.58985938767378, 13.361193570257216",nan,1313,"Wilhelmsruh, Fontanestrasse"
1321,1322,Wilhelmstrasse,bus,"A35,A34,A17","52.43057879952989, 13.318592903820731",nan,1314,Wilhelmstrasse Ecke Berliner Strasse
1322,1323,Wilmersdorf,s-bahn,"KBS 100a,KBS 100","52.477658333333,13.328525",Q464094,1315,Berlin Bundesplatz station
1323,1324,Wilmersdorfer Strasse,bus,"A19,A29","52.499967660537735, 13.306987838785277",nan,1316,Wilmersdorfer Strasse Ecke Kurfürstendamm
1324,1325,Wilmersdorfer Strasse,strassenbahn,"75,76","52.506692000645316, 13.306692426875525",nan,1317,Wilmersdorfer Strasse
1325,1326,Wilmersdorfer Strasse Ecke Kurfürstendamm,bus,A69,,,,
1326,1327,Wilmersdorfer Strasse Ecke Kurfürstendamm,strassenbahn,3,,,,
1327,1328,Wilmersdorfer Strasse Ecke Otto-Suhr-Alle,strassenbahn,3,,,,
1328,1329,Winfriedstrasse,bus,AS3,"52.437562011852606, 13.269450173477841",nan,1318,Winfriedstrasse Ecke Berliner Strasse
1329,1330,Winifriedstrasse Ecke Clayallee,bus,A3,,,,
1330,1331,Wismarer Strasse,bus,A1,"52.42195191841697, 13.2985053942209",nan,1321,Wismarer Strasse Ecke Goerzallee
1331,1332,Wismarer Strasse,strassenbahn,77,"52.42195291492597, 13.29850599537737 +  52.417896574609436, 13.305198099285986",nan+ nan,1322+ 11322,Wismarer Strasse Ecke Goerzallee +  Wismarer Strasse Ecke Ostpreußendamm
1332,1333,Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,96,,,,
1333,1334,Wittenau,bus,A62,"52.596084138285406, 13.332857679505645",nan,1323,Wittenau
1334,1335,Wittenau (Kremmener Bahn),s-bahn,KBS 105,"52.597013,13.334329",Q111264319,1324,S-Bahnhof Berlin-Wittenau
1335,1336,Wittenau (Nordbahn),s-bahn,KBS 106,"52.597013,13.334329",Q111264319,1325,S-Bahnhof Berlin-Wittenau
1336,1337,Wittenbergplatz,bus,"A73,A60,A62,A29,A19","52.50188939146253, 13.342697883756577",nan,1326,Wittenbergplatz
1337,1338,Wittenbergplatz,strassenbahn,"2,55,77,78","52.50185025953713, 13.343098350806866",nan,1327,Wittenbergplatz
1338,1339,Wittenbergplatz,u-bahn,"A II,A I,B II,B I","52.501944444444,13.343055555556",Q692727,1328,Wittenbergplatz metro station
1339,1340,Witzleben,s-bahn,KBS 100,"52.5078,13.2836",Q321266,1329,Berlin Messe Nord/ICC station
1340,1341,Wolburgsweg,bus,A5,"52.550616013150325, 13.16810722103831",nan,1330,Wolburgsweg Ecke Falkenseer Chaussee
1341,1342,Wollankstr.,s-bahn,"KBS 105,KBS 106","52.5651525,13.3923627",Q800515,1331,Berlin Wollankstraße station
1342,1343,Woltersdorfer Schleuse,bus,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,
1343,1344,Wolzogenstrasse,bus,A18,"52.43229985926568, 13.235719207112487",nan,1334,Wolzogenstrasse Ecke Potsdamer Chaussee
1344,1345,Wongrowitzer Strasse,bus,A27,,,,
1345,1346,Wuhlheide,s-bahn,KBS 102,"52.4689,13.5533",Q800514,1335,Berlin Wuhlheide station
1346,1347,Yorckstr.,s-bahn,"KBS 105,KBS 106","52.491777777778,13.372141666667",Q21776729,1336,Yorckstraße station
1347,1348,Yorckstrasse,bus,A28,"52.49358813377981, 13.384967556749217",nan,1337,"Yorckstrasse, Rathaus Kreuzberg"
1348,1349,Yorckstrasse,strassenbahn,96,"52.492901206042376, 13.387766831697483",nan,1338,Yorckstrasse Ecke Mehringdamm
1349,1350,Zabel-Krüger-Damm,bus,A12,"52.60786610541416, 13.323845802997752",nan,1340,Zabel-Krüger-Damm & Oraniendamm
1350,1351,Zappoter/Oeynhauser Strasse,bus,A60,"52.47331132628728, 13.298669291589876",nan,1341,Zappoter/Oeynhauser Strasse
1351,1352,Zehlendorf,s-bahn,"KBS 104,KBS 104a","52.4309,13.2584",Q737962,1342,Berlin-Zehlendorf station
1352,1353,Zentralschule,bus,A22,"52.43465069286089, 13.703692212644038 ",nan,1343,Zentralschule 
1353,1354,Zentralviehhof,s-bahn,"KBS 103a,KBS 106","52.5238,13.4644",Q800512,1344,Berlin Storkower Straße station
1354,1355,Zepernick (b Bernau),s-bahn,KBS 106,,,,
1355,1356,Zeuthen,s-bahn,KBS 103,"52.3486,13.6274",Q8069824,1346,Zeuthen railway station
1356,1357,"Ziegenhals, VA Dienststelle",bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),,,,
1357,1358,Ziekowstrasse,bus,A14,"52.59059426195262, 13.292011153010927",nan,1348,Ziekowstrasse Ecke Gorkistrasse
1358,1359,Zitadellenweg,strassenbahn,55,"52.5377758132997, 13.217204249093342",nan,1349,Zitadellenweg
1359,1360,ZobeltitzStrasse,bus,A61,"52.56898257894375, 13.317202802475165",nan,1350,ZobeltitzStrasse Ecke General-Barby-Strasse
1360,1361,Zoologischer Garten,s-bahn,"KBS 101,KBS 102","52.507222222222,13.3325",Q111326238,1351,S-Bahnhof Berlin Zoologischer Garten
1361,1362,Zoologischer Garten,u-bahn,"A I,B I","52.5058669,13.3330236",Q4024764,1352,Zoologischer Garten metro station
1362,1363,Zossener Strasse,bus,A28,"52.49160676567746, 13.394443897793668",nan,1353,Zossener Strasse Ecke Gneisenaustrasse
1363,1364,Zossener Strasse Ecke Blücherstrasse,strassenbahn,95,,,,
1364,1365,Zum Heckeshorn,bus,A51,"52.43307505069834, 13.164008736441371",nan,1354,Zum Heckeshorn Ecke Am Großen Wannsee
1365,1366,ZweiBrücker Strasse,bus,A63,"52.54677409100436, 13.188764018875105",nan,1355,ZweiBrücker Strasse Ecke Falkenseer Chaussee
1366,1367,waldstrasse Ecke Turmstrasse,bus,A72,,,,
