Unnamed: 0,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency,Length (km)
121,1964122,1964,A88,bus,U-Bhf. Kaiserdamm<> Eichkampstrasse Ecke Alte Allee,10,West,20,
122,1964123,1964,A89,bus,Grüntaler Straße Ecke Osloer Strasse<> Mehringplatz,39,West,10,
123,1964124,1964,A9,bus,Kurische Strasse<> Scharnhorststrasse Ecke Kieler Strasse,27,Ost,7,
124,1964125,1964,A90,bus,"Bhf. Zoo, Hardenbergplatz<> Vinetaplatz",35,West,15,
125,1964126,1964,A91,bus,U-Bhf. Leinestrasse<> Alt-Buckow Ecke Buckower Damm,19,West,7,
126,1964127,1964,A92,bus,Machandelweg<> Reimerweg Ecke Heerstrasse,24,West,20,
127,1964128,1964,A99,bus,Brunnenstrasse Ecke Lortzingstrasse<> Germersheimer Platz,48,West,10,
128,1964129,1964,AD,bus,Diepensee<> S-Bhf. Grünau,24,Ost,10,
129,1964130,1964,AS,bus,"Zühlsdorf<> Schildow, Kirche",25,Ost,50,
130,1964131,1964,A38,bus,"Bonsdorf, Waldstrasse<> S-Bhf. Grünau",13,Ost,150,
131,1964132,1964,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",15,Ost,32,
132,1964133,1964,AS1,bus,Bhf. Zoo<> Hohenzollernring Ecke Schönwalderstrasse,28,West,15,
133,1964134,1964,AS2,bus,"Bhf. Zoo<> Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",44,West,17,
134,1964135,1964,AS3,bus,Bhf. Zoo<> Rathaus Zehlendorf,29,West,15,
135,1964136,1964,AS4,bus,Bhf. Zoo<> Stölpchensee,39,West,20,
136,1964137,1964,AZ,bus,Groß Ziethen<> Bhf. Schönefeld,24,Ost,20,
137,1964138,1964,A I,u-bahn,Schlesisches Tor<> Ruhleben,36,West,10,
138,1964139,1964,A II,u-bahn,Schlesisches Tor<> Krumme Lanke,40,West,10,
139,1964140,1964,A III,u-bahn,Deutsche Oper (Bismarckstr.)<> Richard-Wagner-Platz,2,West,10,
140,1964141,1964,B I,u-bahn,Nollendorfplatz<> Innsbrucker Platz,6,West,5,
141,1964142,1964,B III,u-bahn,Wittenbergplatz<> Uhlandstrasse,3,West,10,
142,1964143,1964,C I,u-bahn,Tegel<> Britz-Süd,45,West,5,
143,1964144,1964,C II,u-bahn,Mehringdamm<> Tempelhof (Südring),5,West,5,
144,1964145,1964,D,u-bahn,Gesundbrunnen<> Leinestr.,19,West,10,
145,1964146,1964,G,u-bahn,Leopoldplatz<> Spichernstrasse,10,West,3,
146,1964147,1964,KBS 100,s-bahn,Gesundbrunnen<> Sonnenallee,0,West,0,
147,1964148,1964,KBS 100a,s-bahn,Gesundbrunnen<> Staaken,0,West,0,
148,1964149,1964,KBS 100c,s-bahn,Heiligensee<> Lichtenrade,0,West,0,
149,1964150,1964,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0,West,0,
150,1964151,1964,KBS 100d,s-bahn,Gesundbrunnen<> Lichterfelde Süd,0,West,0,
151,1964152,1964,KBS 100e,s-bahn,Frohnau<> Wannsee,0,West,0,
152,1964153,1964,KBS 100f,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,West,0,
153,1964154,1964,KBS 100g,s-bahn,Friedrichstr.<> Spandau West,0,West,0,
154,1964155,1964,KBS 100h,s-bahn,Friedrichstr.<> Wannsee,0,West,0,
155,1964156,1964,KBS 100k,s-bahn,Zoologischer Garten<> Köllnische Heide,0,West,0,
156,1964157,1964,KBS 101,s-bahn,Friedrichstr.<> Strausberg,0,Ost,0,
157,1964158,1964,KBS 101c,s-bahn,Strausberg<> Strausberg Nord,0,Ost,0,
158,1964159,1964,KBS 102,s-bahn,Friedrichstr.<> Erkner,0,Ost,0,
159,1964160,1964,KBS 103,s-bahn,Falkensee<> Albrechtshof,0,Ost,0,
160,1964161,1964,KBS 103,s-bahn,Friedrichstr.<> Königs Wusterhausen,0,Ost,0,
161,1964162,1964,KBS 103a,s-bahn,Friedrichstr.<> Zentralflughafen Berlin-Schönefeld,0,Ost,0,
162,1964163,1964,KBS 104,s-bahn,Oranienburg<> Alexanderplatz,0,Ost,0,
163,1964164,1964,KBS 104d,s-bahn,Hennigsdorf (b Bln)<> Velten (Mark),0,Ost,0,
164,1964165,1964,KBS 106,s-bahn,Bernau (b Bln)<> Spindlersfeld,0,Ost,0,
165,1964166,1964,KBS 106a,s-bahn,Schönhauser Allee<> Zentralflughafen Berlin-Schönefeld,0,Ost,0,
166,1964167,1964,O30,bus,Kosterstrasse<> Klosterstrasse,67,Ost,15,
167,1964168,1964,O37,bus,Marzahner Chaussee<> Bhf. Lichtenberg,26,Ost,15,
168,1964169,1964,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,10,
169,1964170,1964,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",Tram,"S-Bhf. Friedrichshagen (Grenze)<> Rüdersdorf, Karl-Marx-Platz",45,Ost,20,
170,1964171,1964,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),Tram,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,Ost,20,
171,1964172,1964,71,strassenbahn,"Heinersdorf, Romain-Rolland-Str.<> Jüdenstrasse, Molkenmarkt",32,Ost,10,
172,1964173,1964,A38,bus,"Bohnsdorf, Waldstrasse<> S-Bhf. Grünau",13,Ost,20,
173,1964174,1964,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,Ost,2,
174,1964175,1964,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),16,Ost,5,
175,1964176,1964,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,20,West,60,
0,19671,1967,3,strassenbahn,Revalerstrasse<> Björnsonstrasse,42,Ost,15,
1,19672,1967,4,strassenbahn,Markusstrasse<> Eberswalderstrasse Ecke Oderberger Strasse,36,Ost,8,
2,19673,1967,13,strassenbahn,Hönower Wiesenweg Ecke Blockdammweg<> Oderberger Strasse Ecke Eberswalderstrasse,42,Ost,8,
3,19674,1967,22,strassenbahn,"Rosenthal, Hauptstrasse<> U-Bhf. Dimitroffstrasse",29,Ost,12,
4,19675,1967,46,strassenbahn,Nordend<> Am Kupfergraben,44,Ost,10,
5,19676,1967,49,strassenbahn,"Buchholz, Hauptstrasse<> Hackescher Markt",39,Ost,11,
6,19677,1967,63,strassenbahn,"Hohenschönhausen, Gartenstadt<> Walter-Ulbricht-Stadion, Pflugstrasse",49,Ost,20,
7,19678,1967,64,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Dönhoffplatz",41,Ost,20,
8,19679,1967,70,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Am Kupfergraben",49,Ost,10,
9,196710,1967,71,strassenbahn,Romain-Rolland-Strasse<> Am Kupfergraben,40,Ost,10,
10,196711,1967,72,strassenbahn,"Weißensee, Pasedagplatz<> Hackescher Markt",34,Ost,10,
11,196712,1967,73,strassenbahn,"Weißensee, Bernkastelerstrasse<> Walter-Ulbricht-Stadion über Greifswalderstrasse",38,Ost,12,
12,196713,1967,74,strassenbahn,"Wießensee, Pasedagplatz<> Leipziger Strasse Ecke Otto-Grotewohl-Strasse",47,Ost,8,
13,196714,1967,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Walter-Ulbricht-Stadion",89,Ost,20,
14,196715,1967,82P,bus,Kinderheim<> Markgrafendamm,5,Ost,20,
15,196716,1967,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,49,Ost,20,
16,196717,1967,83E,strassenbahn,S-Bhf. Köpenick<> Wendenschloß,21,Ost,0,
17,196718,1967,84,strassenbahn,"Am Falkenberg<> Friedrichshagen, Wasserwerk",57,Ost,10,
18,196719,1967,85,strassenbahn,"Wendenschloß<> Johannisthal, Haeckelstrasse",42,Ost,20,
19,196720,1967,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",51,Ost,20,
20,196721,1967,87,strassenbahn,Rahnsdorf<> Wiener Brücke,70,Ost,20,
21,196722,1967,92,strassenbahn,"Oberspree, Bruno-Bürgel-Weg<> Sonnenallee Ecke Baumschulenstrasse",18,Ost,15,
22,196723,1967,95,strassenbahn,Krankenhaus Köpenick<> Wiener Brücke,48,Ost,20,
23,196724,1967,A1,bus,"Moabit, Waldstrasse Ecke Turmstrasse<> Lindenstrasse Ecke Müllerstrasse",58,West,15,
24,196725,1967,A2,bus,Hardenbergplatz<> Sonderhauserstrasse Ecke Hildburghauserstrasse,39,West,10,
25,196726,1967,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,West,10,
26,196727,1967,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,West,10,
27,196728,1967,A11,bus,Saargemünder Strasse Ecke Clayallee<> U-Bhf. Alt-Mariendorf,39,West,7,
28,196729,1967,A12,bus,Gartenstrasse Ecke Bernauer Strasse<> Hainbuchenstrasse Ecke Kastanienallee,54,West,15,
29,196730,1967,A13,bus,Alt-Heiligensee Ecke Sandhauserstrasse<> Weinmeisterhornweg,57,West,15,
30,196731,1967,A14,bus,Alt-Heiligensee Ecke Sandhauserstrasse<> Rügener Strasse,55,West,20,
31,196732,1967,A14E,bus,Alt-Heiligensee<> Falkenplatz,9,West,30,
32,196733,1967,A15,bus,"Lübarser Strasse Ecke Eichhorster Weg<> Frohnau, Invalidensiedlung",55,West,20,
33,196734,1967,A16,bus,Osloer Strasse Ecke Drontheimerstrasse<> Englerallee,5,West,12,
34,196735,1967,A16,bus,Arkonaplatz<> Liebknechstrasse vor Littenstrasse,9,Ost,12,
35,196736,1967,A17,bus,"Grunewald, Fontanestrasse<> Saaleckplatz",48,West,10,
36,196737,1967,A18,bus,U-Bhf. Oskar-Helene-Heim<> Machnowerstrasse Ecke Königsweg,31,West,20,
37,196738,1967,A18,bus,Adalbertstrasse<> Robert-Koch-Platz,20,Ost,6,
38,196739,1967,A19,bus,Roseneck<> Flughafen,39,West,10,
39,196740,1967,A20,bus,"Tegelort<> Lübars, Dorfaue",39,West,15,
40,196741,1967,A21,bus,"Wilhelmsruherdamm, Sektorengrenze<> U-Bhf. Fehrbelliner Platz",52,West,15,
41,196742,1967,A21E,bus,Alt-Wittenau Ecke Eichborndamm<> Senftenberger Ring,16,West,15,
42,196743,1967,A22,bus,"Hessenwinkel, Lutherstrasse<> Fichtenau, Post",32,Ost,20,
43,196744,1967,A23,bus,"Falkenhöhe<> Altglienicke, Kirche",20,Ost,20,
44,196745,1967,A24,bus,Wiebestrasse<> Flughafen,39,West,15,
45,196746,1967,A25,bus,Unionplatz<> Grüner Weg Ecke Buschkrug Allee,59,West,10,
46,196747,1967,A26,bus,VEB Bautransporte<> Bhf. Schöneweide,5,Ost,7,
47,196748,1967,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Müggelheim",41,Ost,10,
48,196749,1967,A28,bus,U-Bhf. Tempelhof<> Heckmannufer,35,West,15,
49,196750,1967,A29,bus,Roseneck<> Oranienplatz,40,West,10,
50,196751,1967,A31,bus,U-Bhf. Ruhleben<> Heidebergplan,28,West,20,
51,196752,1967,A32,bus,"Breitenbachplatz<> Marienfelde, Bahnstrasse",28,West,6,
52,196753,1967,A33,bus,Berlinickestrasse Ecke Albrechtstrasse<> Dirschelweg Ecke Rixdorferstrasse,20,West,7,
53,196754,1967,A34,bus,"Spandau, Wasserwerk<> Gutshof",51,West,20,
54,196755,1967,A34E,bus,Alt-Gatow Ecke Groß-Glienicker Weg<> Siedlung Habichtswald,8,West,17,
55,196756,1967,A35,bus,U-Bhf. Ruhleben<> Hottengrund,35,West,20,
56,196757,1967,A35E,bus,Altenheim Hottengrund<> Alt-Kladow Ecke Kladower Damm,7,West,40,
57,196758,1967,A36,bus,Zentralflughafen<> S-Bhf. Grünau,21,Ost,20,
58,196759,1967,AD/38,bus,Diepensee<> S-Bhf. Grünau,26,Ost,20,
59,196760,1967,A39,bus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenberger Strasse",13,Ost,15,
60,196761,1967,A4,bus,Brixplatz<> Teuptitzerstrasse Ecke Kiehl-Ufer,55,West,10,
61,196762,1967,A41,bus,"Gradestrasse Ecke Tempelhofer Weg<> Rudow Stadtgrenze, Waltersdorfer Chaussee",27,West,20,
62,196763,1967,A42,bus,"Buch, Kiesgruben<> Ostseestrasse",32,Ost,10,
63,196764,1967,A43,bus,Bürknersfelde<> S-Bhf. Nöldnerplatz,24,Ost,20,
64,196765,1967,A43/R,bus,"Friedrichsfelde, Kirche<> S-Bhf. Nöldnerplatz",7,Ost,20,
65,196766,1967,A44,bus,"Hönow, Nord<> S-Bhf. Mahlsdorf",23,Ost,18,
66,196767,1967,A44E,bus,S-Bhf. Mahlsdorf<> S-Bhf. Mahlsdorf,17,Ost,10,
67,196768,1967,A45,bus,"Wilhelmsruh, Schillerstrasse<> Weißensee, Schwarzelfenweg",39,Ost,12,
68,196769,1967,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,Ost,15,
69,196770,1967,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,Ost,10,
70,196771,1967,A48,bus,Bhf. Schöneweide<> Bhf. Schöneweide,17,Ost,5,
71,196772,1967,A48,bus,"Potsdamer Strasse Ecke Fischerhüttenstrasse<> Philharmonie, Tiergartenstrasse",39,West,12,
72,196773,1967,A49,bus,"Bhf. Kaulsdorf, Bausdorfstrasse<> Bhf. Kaulsdorf, Bausdorfstrasse",14,Ost,20,
73,196774,1967,A5,bus,U-Bhf. Ruhleben<> Nervenklinik,30,West,10,
74,196775,1967,A50,bus,"Niederschönhausen, Rolandstrasse<> U-Bhf. Pankow (Vinetastrasse)",15,Ost,10,
75,196776,1967,A50,bus,Roseneck<> Goebenstrasse Ecke Bülowstrasse,25,West,10,
76,196777,1967,51B,bus,S-Bhf. Buch<> Akademie der Wissenschaften,5,Ost,20,
77,196778,1967,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,29,
78,196779,1967,A52,bus,"Marienfelde, Stadtrandsiedlung<> Stubenrauchstrasse Ecke Kanalstrasse",46,West,15,
79,196780,1967,A53,bus,"Nikolassee, Alemannenstrasse<> Oberhofer Platz",40,West,20,
80,196781,1967,A54,bus,"Zoo, Hardenbergplatz<> Johannesstift",43,West,10,
81,196782,1967,A54,bus,Ostseestrasse vor Prenzlauer Promenade<> Dimitroffstrasse vor Cotheniusstrasse,14,Ost,10,
82,196783,1967,A55,bus,"Zoo, Hardenbergplatz<> Hakenfelde",48,West,15,
83,196784,1967,A56,bus,U-Bhf. Ruhleben<> Hakenfelde,24,West,20,
84,196785,1967,A56,bus,"Weißensee, Nüßlerstrasse<> Kanzowstrasse",12,Ost,7,
85,196786,1967,A57,bus,Kniprodestrasse Ecke Ermländische Strasse<> Scharnhorststrasse Ecke Kielerstrasse,25,Ost,6,
86,196787,1967,A58,bus,Fontanestrasse<> U-Bhf. Pankow (Vinetastrasse),18,Ost,15,
87,196788,1967,A59,bus,Walther-Ulbricht-Stadion<> U-Bhf. Thälmannplatz,13,Ost,7,
88,196789,1967,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,30,
89,196790,1967,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",24,West,12,
90,196791,1967,A61,bus,"U-Bhf. Scharnweberstrasse<> Gartenplatz, Feldstrasse",32,West,12,
91,196792,1967,A62,bus,Wittenau<> Hardenbergplatz,34,West,15,
92,196793,1967,A63,bus,Radelandstrasse Ecke Niederheideweg<> Seegefelder Weg,30,West,15,
93,196794,1967,A64,bus,Teichstrasse Ecke Gotthardstrasse<> Vinetaplatz,29,West,10,
94,196795,1967,A65,bus,Goebelplatz<> Schulenburgpark,52,West,12,
95,196796,1967,A66,bus,"Doppel-Süd, Berlepschstrasse<> U-Bhf. Onkel-Toms-Hütte",17,West,15,
96,196797,1967,A67,bus,Mehringplatz<> Wutzkyallee Ecke Strasse 484,38,West,10,
97,196798,1967,A68,bus,Clayallee Ecke Königin-Luise-Strasse<> Bhf. Tempelhof,35,West,15,
98,196799,1967,A69,bus,"Eichkamp, Dauerwaldweg<> Moltkebrücke",33,West,20,
99,1967100,1967,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",34,Ost,12,
100,1967101,1967,A7E,bus,"Schildow, Kirche<> U-Bhf. Vinetastrasse",23,Ost,10,
101,1967102,1967,A70,bus,Bhf. Wollankstrasse<> Wiebestrasse Ecke Sickingenstrasse,28,West,10,
102,1967103,1967,A71,bus,"Wilhelmsruh, Kopenhagenerstrasse<> Vinetaplatz",23,West,15,
103,1967104,1967,A72,bus,Alt-Reinickendorf Ecke Rödern Allee<> Gartenfeld,46,West,15,
104,1967105,1967,A73,bus,Bhf. Zoo<> Buschkrug Alle Ecke Blaschko-Allee,35,West,10,
105,1967106,1967,A74,bus,"Königin-Elisabeth-Strasse, Adenauerdamm<> Eythstrasse",41,West,15,
106,1967107,1967,A75,bus,Munsterdamm Ecke Steglitzer Damm<> Hermannplatz,47,West,10,
107,1967108,1967,A76,bus,Blohmstrasse Ecke Illigstrasse<> Walter-Schreiber-Platz,37,West,7,
108,1967109,1967,A77,bus,"Bergiusstrasse Ecke Haberstrasse<> Marienfelde, Daimlerstrasse Ecke Hollabergweg",29,West,20,
109,1967110,1967,A78,bus,U-Bhf. Alt-Mariendorf<> Buckower Damm Ecke Alt-Buckow,16,West,10,
110,1967111,1967,A79,bus,Leopoldplatz<> Sommerstrasse Ecke Klemkestrasse,18,West,15,
111,1967112,1967,A8,bus,"Waldesruh, Malhlsdorfer Allee<> U-Bhf. Friedrichsfelde",33,Ost,10,
112,1967113,1967,A8E,bus,Sadowastrasse<> U-Bhf. Friedrichsfelde,21,Ost,10,
113,1967114,1967,A80,bus,U-Bhf. Ruhleben<> Nennhauser Damm Ecke Brunsbütteler Damm,26,West,15,
114,1967115,1967,A81,bus,"Bhf. Zoo, Hardenbergplatz<> Imbrosweg Ecke Dardanellenweg",45,West,10,
115,1967116,1967,A82,bus,Alt-Lichtenrade Ecke Goethestrasse<> Potsdamerstrasse Ecke Goethestrasse,28,West,20,
116,1967117,1967,A83,bus,Nettelbeckplatz<> Belßstrasse Ecke Prezsingstrasse,48,West,10,
117,1967118,1967,A84,bus,Ringstrasse Ecke Pestalozziplatz<> Gotenstrasse Ecke Torgauerstrasse,33,West,12,
118,1967119,1967,A85,bus,"Bhf. Zoo, Hardenbergplatz<> Holtheimer Weg",44,West,10,
119,1967120,1967,A86,bus,Invalidenstrasse Ecke Heidestrasse<> Birkbuschstrasse Ecke Siemensstrasse,50,West,15,
120,1967121,1967,A87,bus,Richard-Wagner-Platz<> Sophie-Charlotten-Strasse Ecke Pulsstrasse,10,West,20,
121,1967122,1967,A88,bus,Jungfernheideweg Ecke Siemensdamm<> Jungfernheideweg Ecke Siemensdamm,22,West,15,
122,1967123,1967,A89,bus,"Bornholmerstrasse, Sektorengrenze<> Mehringplatz",62,West,10,
123,1967124,1967,A9,bus,Kurische Strasse<> Otto-Grotewohl-Strasse,17,Ost,6,
124,1967125,1967,A90,bus,"Bhf. Zoo, Hardenbergplatz<> Vinetaplatz",35,West,15,
125,1967126,1967,A91,bus,Hermannplatz<> Alt-Buckow Ecke Buckower Damm,21,West,7,
126,1967127,1967,A93,bus,Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse<> Waßmannsdorfer Chaussee Ecke Neuköllnerstrasse,11,West,15,
127,1967128,1967,A94,bus,"Bhf. Zoo, Hardenbergplatz<> Reimerweg Ecke Heerstrasse",36,West,10,
128,1967129,1967,A95,bus,Mehringplatz<> Schwarzer Weg Ecke Sonnenallee,23,West,15,
129,1967130,1967,A96,bus,"Flughafen, Dudenstrasse<> Lindenstrasse Ecke Ostpreußendamm",29,West,10,
130,1967131,1967,A97,bus,Reimerweg Ecke Heerstrasse<> Aalemannufer Ecke Nieder-Neuendorfer Allee,34,West,20,
131,1967132,1967,A98,bus,U-Bhf. Britz-Süd<> U-Bhf. Britz-Süd,12,West,20,
132,1967133,1967,A99,bus,Brunnenstrasse Ecke Lortzingstrasse<> Westerwaldstrasse Ecke Falkenseer Chaussee,48,West,10,
133,1967134,1967,S1,bus,"Bhf. Zoo, Hardenbergplatz<> Hohenzollernring Ecke Schönwalderstrasse",29,West,15,
134,1967135,1967,S3,bus,Hardenbergplatz<> Rathaus Zehlendorf,29,West,15,
135,1967136,1967,S4,bus,"Hardenbergplatz<> Stölpchensee, Wilhelmplatz",39,West,20,
136,1967137,1967,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",15,Ost,36,
137,1967138,1967,1,u-bahn,Schlesisches Tor<> Ruhleben,36,West,5,
138,1967139,1967,2,u-bahn,Gleisdreieck<> Krumme Lanke,29,West,10,
139,1967140,1967,3,u-bahn,Wittenbergplatz<> Uhlandstr.,3,West,10,
140,1967141,1967,4,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstr.),6,West,5,
141,1967142,1967,5,u-bahn,Deutsche Oper (Bismarckstr.)<> Richard-Wagner-Platz,1,West,10,
142,1967143,1967,6,u-bahn,Tegel<> Alt-Mariendorf,41,West,5,
143,1967144,1967,7,u-bahn,Möckernbrücke<> Britz-Süd,17,West,3,
144,1967145,1967,8,u-bahn,Gesundbrunnen<> Leinestr.,20,West,10,
145,1967146,1967,9,u-bahn,Leopoldplatz<> Spichernstr. (Bundesallee),10,West,3,
146,1967147,1967,KBS 100,s-bahn,Gesundbrunnen<> Sonnenallee,0,West,0,
147,1967148,1967,KBS 100a,s-bahn,Gesundbrunnen<> Staaken,0,West,0,
148,1967149,1967,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0,West,0,
149,1967150,1967,KBS 100c,s-bahn,Heiligensee<> Lichtenrade,0,West,0,
150,1967151,1967,KBS 100d,s-bahn,Gesundbrunnen<> Lichterfelde Süd,0,West,0,
151,1967152,1967,KBS 100e,s-bahn,Frohnau<> Wannsee,0,West,0,
152,1967153,1967,KBS 100f,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,West,0,
153,1967154,1967,KBS 100g,s-bahn,Friedrichstr.<> Spandau West,0,West,0,
154,1967155,1967,KBS 100h,s-bahn,Friedrichstr.<> Wannsee,0,West,0,
155,1967156,1967,KBS 100k,s-bahn,Zoologischer Garten<> Köllnische Heide,0,West,0,
156,1967157,1967,KBS 101,s-bahn,Friedrichstr.<> Strausberg,0,Ost,0,
157,1967158,1967,KBS 101c,s-bahn,Strausberg<> Strausberg Nord,0,Ost,0,
158,1967159,1967,KBS 102,s-bahn,Friedrichstr.<> Erkner,0,Ost,0,
159,1967160,1967,KBS 103,s-bahn,Friedrichstr.<> Königs Wusterhausen,0,Ost,0,
160,1967161,1967,KBS 103a,s-bahn,Friedrichstr.<> Zentralflughafen Berlin-Schönefeld,0,Ost,0,
161,1967162,1967,KBS 104,s-bahn,Oranienburg<> Ostbahnhof,0,Ost,0,
162,1967163,1967,KBS 104d,s-bahn,Hennigsdorf (b Bln)<> Velten (Mark),0,Ost,0,
163,1967164,1967,KBS 105,s-bahn,Blankenburg<> Zeuthen,0,Ost,0,
164,1967165,1967,KBS 106,s-bahn,Bernau (b Bln)<> Spindlersfeld,0,Ost,0,
165,1967166,1967,KBS 106a,s-bahn,Schönhauser Allee<> Zentralflughafen Berlin-Schönefeld,0,Ost,0,
166,1967167,1967,O30,bus,Ostbahnhof<> Robert-Koch-Platz,66,Ost,15,
167,1967168,1967,O37,bus,Dimitroffstrasse vor Cotheniusstrasse<> Bhf. Lichtenberg,46,Ost,15,
168,1967169,1967,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,8,
169,1967170,1967,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",strassenbahn,"S-Bhf. Friedrichshagen (Grenze)<> Rüdersdorf, Karl-Marx-Platz",39,Ost,20,
170,1967171,1967,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),strassenbahn,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,Ost,20,
171,1967172,1967,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,Ost,2,
172,1967173,1967,E,u-bahn,Alexanderplatz<> Friedrichsfelde,16,Ost,5,
173,1967174,1967,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,19,West,60,
174,1967175,1967,69,strassenbahn,"Johannisthal, Haeckelstrasse<> Walter-Ulbricht-Stadion",84,Ost,20,
175,1967176,1967,69E,strassenbahn,"Johannisthal, Haeckelstrasse<> Kniprodestrasse",55,Ost,20,
0,19711,1971,7,bus,"Glienicke, Kirche<> U-Bhf. Pankow",34,Ost,12,
1,19712,1971,8,bus,Mahlsdorfer Allee<> U-Bhf. Friedrichsfelde,33,Ost,10,
2,19713,1971,9,bus,Kurische Strasse<> Otto-Grotewohl-Strasse,16,Ost,8,
3,19714,1971,16,bus,Arkonaplatz<> Adalbertstrasse,17,Ost,8,
4,19715,1971,18,bus,Adalbertstrasse<> Robert-Koch-Platz,20,Ost,6,
5,19716,1971,18,bus ,Robert-Koch-Platz<> Adalbertstrasse,16,Ost ,15,
6,19717,1971,22,bus ,"Hessenwinkel, Lutherstrasse<> Fichtenau, Post",37,Ost ,20,
7,19718,1971,23,bus ,"Falkenhöhe<> Altglienicke, Kirche",20,Ost ,20,
8,19719,1971,26,bus,VEB Bautransporte<> Bhf. Schöneweide,5,Ost,7,
9,197110,1971,27,bus ,"S-Bhf. Kaulsdorf, Planitzstrasse<> Müggelheim",41,Ost ,10,
10,197111,1971,30,bus ,Ostbahnhof<> Robert-Koch-Platz,66,Ost ,13,
11,197112,1971,31,bus,S-Bhf. Buch<> Ostseestrasse,30,Ost,10,
12,197113,1971,32,bus ,H.- Beimler-Strasse<> U-Bhf. Thälmannplatz,23,Ost ,8,
13,197114,1971,34,bus ,Alt-Stralau<> U-Bhf. Marchlewskistrasse,15,Ost ,15,
14,197115,1971,35,bus ,Pirolstrasse<> S-Bhf. Nöldnerplatz,20,Ost ,0,
15,197116,1971,36,bus ,Zentralflughafen<> S-Bhf. Grünau,20,Ost ,0,
16,197117,1971,37,bus ,Bhf. Lichtenberg<> Dimitroffstrasse,46,Ost ,15,
17,197118,1971,39,bus ,"Wartenberg, Siedlung<> Falkenberger Strasse",13,Ost ,0,
18,197119,1971,40,bus ,Ostbahnhof<> Robert-Koch-Platz,20,Ost ,0,
19,197120,1971,42,bus,Buch<> Ostseestrasse,31,Ost,10,
20,197121,1971,43,bus,"Marzahner Chaussee, Springpfuhl<> S-Bf. Nöldnerplatz",32,Ost,10,
21,197122,1971,44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",12,Ost,30,
22,197123,1971,45,bus,"Wilhelmsruh, Schillerstrasse<> Weißensee, Schwarzelfenweg",39,Ost,6,
23,197124,1971,47,bus,"Bhf. Schöneweide<> Treptow, Eichenstrasse",26,Ost,12,
24,197125,1971,48,bus,Bhf. Schöneweide<> Bhf. Schöneweide,17,Ost,7,
25,197126,1971,49,bus,"Bhf. Kaulsdorf, Bausdorfstrasse<> Bhf. Kaulsdorf, Bausdorfstrasse",14,Ost,20,
26,197127,1971,50,bus,"Niederschönhausen, Rolandstrasse<> U-Bhf. Pankow (Vinetastrasse)",15,Ost,5,
27,197128,1971,52,bus,"Pankow, Achtermannstrasse<> U-Bhf. Pankow",12,Ost,15,
